"","country","period","gdp_growth","aid","policy","gdp_pr_capita","ethnic_frac","assasinations","sub_saharan_africa","fast_growing_east_asia","institutional_quality","m2_gdp_lagged"
"1085","SOM","5"," -1.9526690",5.4751878,NA,866,0.08,0,"  1","  0",3.733333,23.572109
"1086","SOM","6"," -0.0507204",6.2133098,NA,817,0.08,0,"  1","  0",3.733333,14.68966
"1087","SOM","7"," -3.5098290",1.327472,NA,NA,0.08,0.25,"  1","  0",3.733333,NA
"1130","SYR","2","  1.8064160",1.273542,0.8504394,2294,0.22,0,"  0","  0",3.078125,31.916691
"1131","SYR","3","  8.7839518",3.166425,0.6029479,3242,0.22,0,"  0","  0",3.078125,37.215069
"1132","SYR","4","  4.5891390",3.51421,0.7092291,4158,0.22,1.25,"  0","  0",3.078125,39.234089
"1133","SYR","5"," -2.0793991",1.834789,NA,4457,0.22,0,"  0","  0",3.078125,45.587391
"1134","SYR","6"," -3.8598001",0.8308058,0.6900497,3752,0.22,0,"  0","  0",3.078125,63.151779
"1135","SYR","7","  4.3428240",0.4928059,1.1787781,3897,0.22,0,"  0","  0",3.078125,60.267349
"1146","TGO","2","  0.2723668",4.64148,NA,618,0.71,0,"  1","  0",4.346354,13.52808
"1147","TGO","3","  0.2524474",4.2653079,-0.3371186,621,0.71,0,"  1","  0",4.346354,16.982309
"1148","TGO","4","  1.1278760",4.3321881,0.3139075,704,0.71,0,"  1","  0",4.346354,26.020361
"1149","TGO","5"," -2.2750871",6.4450302,1.092057,654,0.71,0,"  1","  0",4.346354,33.762348
"1150","TGO","6"," -0.0610903",6.3949609,1.026484,657,0.71,0,"  1","  0",4.346354,42.16695
"1151","TGO","7"," -7.6580992",6.7430539,NA,641,0.71,0.5,"  1","  0",4.346354,39.574039
"1154","THA","2","  4.4580989",0.2555906,3.0978601,1526,0.66,0,"  0","  1",6.258854,27.08473
"1155","THA","3","  4.0510001",0.1835169,3.1567791,1641,0.66,0.25,"  0","  1",6.258854,32.127041
"1156","THA","4","  4.1260672",0.2738223,3.0053649,2025,0.66,0,"  0","  1",6.258854,34.859879
"1157","THA","5","  3.4910290",0.2806438,3.067718,2195,0.66,0,"  0","  1",6.258854,37.54694
"1158","THA","6","  7.9657378",0.2718889,3.339731,2510,0.66,0,"  0","  1",6.258854,50.578709
"1159","THA","7","  7.0094948",0.1923186,3.610358,3580,0.66,0,"  0","  1",6.258854,61.943661
"1186","TTO","2","  1.9184120",0.0801403,1.105913,6795,0.56,0,"  0","  0",6.088542,24.51195
"1187","TTO","3","  4.5104170",0.0439714,1.723436,7918,0.56,0,"  0","  0",6.088542,32.688919
"1188","TTO","4","  5.5445561",0.0569762,1.32566,10249,0.56,0,"  0","  0",6.088542,28.42424
"1189","TTO","5"," -4.5245481",0.0713977,0.4591585,11368,0.56,0,"  0","  0",6.088542,32.768631
"1190","TTO","6"," -4.4785581",0.0788588,0.7881031,9637,0.56,0,"  0","  0",6.088542,43.121651
"1191","TTO","7"," -0.9493482",0.0446649,NA,7764,0.56,0,"  0","  0",6.088542,48.934662
"1194","TUN","2","  5.5763431",2.5386839,NA,1442,0.16,0,"  0","  0",4.591146,33.40126
"1195","TUN","3","  4.3073869",1.897194,NA,1880,0.16,0,"  0","  0",4.591146,34.092609
"1196","TUN","4","  3.7562251",1.1661201,NA,2295,0.16,0,"  0","  0",4.591146,38.518681
"1197","TUN","5","  1.4475991",0.842861,0.7557338,2597,0.16,0,"  0","  0",4.591146,41.87151
"1198","TUN","6"," -0.5978127",0.9772895,1.37569,2685,0.16,0,"  0","  0",4.591146,44.838261
"1199","TUN","7","  2.9426529",0.9005392,3.0755081,2910,0.16,0,"  0","  0",4.591146,50.11808
"1202","TUR","2","  3.1081080",0.3092611,0.9435011,2202,0.25,0.25,"  0","  0",5.263021,NA
"1203","TUR","3","  5.0728378",0.108017,0.832398,2658,0.25,0.25,"  0","  0",5.263021,NA
"1204","TUR","4"," -0.9150029",0.2930093,0.3408191,3052,0.25,3.5,"  0","  0",5.263021,NA
"1205","TUR","5","  2.2992539",0.1882299,0.3279485,2868,0.25,0.25,"  0","  0",5.263021,NA
"1206","TUR","6","  3.0245359",0.0915711,1.017994,3299,0.25,0,"  0","  0",5.263021,NA
"1207","TUR","7","  3.7849009",0.3280785,2.398715,3741,0.25,3.25,"  0","  0",5.263021,28.692089
"1218","TZA","2",NA,3.289309,NA,424,0.93,0.25,"  1","  0",4.639063,21.821621
"1219","TZA","3",NA,4.863246,NA,508,0.93,0,"  1","  0",4.639063,26.61768
"1220","TZA","4",NA,6.8122802,0.3089461,543,0.93,0,"  1","  0",4.639063,28.6168
"1221","TZA","5"," -0.1544912",5.6911778,0.2746189,466,0.93,0,"  1","  0",4.639063,37.748981
"1222","TZA","6","  0.6693090",6.0233488,0.5254895,540,0.93,0,"  1","  0",4.639063,38.216942
"1223","TZA","7","  0.2476215",5.6105318,0.5561132,NA,0.93,0,"  1","  0",4.639063,27.61726
"1242","URY","2"," -0.1759859",0.1402518,0.5179537,4121,0.2,1,"  0","  0",5.119271,21.600019
"1243","URY","3","  3.1187179",0.0735911,0.3616727,4142,0.2,0,"  0","  0",5.119271,21.677031
"1244","URY","4","  3.9929581",0.0878941,0.6539875,4542,0.2,0,"  0","  0",5.119271,23.41345
"1245","URY","5"," -5.7636070",0.0937653,0.3673187,4655,0.2,0,"  0","  0",5.119271,39.244499
"1246","URY","6","  3.7408481",0.1716129,0.4254149,4316,0.2,0,"  0","  0",5.119271,51.570671
"1247","URY","7","  2.5451660",0.188582,2.614502,4602,0.2,0,"  0","  0",5.119271,50.572731
"1266","VEN","2","  0.8535412",0.0279336,1.239352,7753,0.11,0,"  0","  0",5.559896,21.73992
"1267","VEN","3","  1.1861939",0.018561,1.150041,7415,0.11,0.25,"  0","  0",5.559896,24.94849
"1268","VEN","4"," -3.6270280",0.0168616,1.043915,8257,0.11,0,"  0","  0",5.559896,43.49221
"1269","VEN","5"," -3.6259160",0.0207685,1.205152,6857,0.11,0,"  0","  0",5.559896,36.516521
"1270","VEN","6"," -0.9885767",0.0109373,1.192269,6382,0.11,0,"  0","  0",5.559896,42.24044
"1271","VEN","7","  3.0722330",-0.0079729,2.9829891,6055,0.11,0.5,"  0","  0",5.559896,36.312599
"1338","ZAR","2","  1.7484890",2.0875559,0.9379885,686,0.9,0,"  1","  0",2.98125,24.26133
"1339","ZAR","3"," -4.6452751",2.145139,0.3094764,693,0.9,0.25,"  1","  0",2.98125,23.150669
"1340","ZAR","4"," -3.4145510",2.6296141,0.458565,518,0.9,0,"  1","  0",2.98125,28.362261
"1341","ZAR","5"," -1.5323670",1.98408,0.6799242,482,0.9,0,"  1","  0",2.98125,17.09428
"1342","ZAR","6"," -1.8745120",2.9045551,0.3731935,454,0.9,0,"  1","  0",2.98125,24.14332
"1343","ZAR","7","-10.2339802",1.687945,-3.2388749,NA,0.9,0.25,"  1","  0",2.98125,8.97333
"1346","ZMB","2","  0.2300089",2.6599841,0.447275,1117,0.82,0,"  1","  0",4.136458,19.21628
"1347","ZMB","3"," -1.8799630",2.4514561,0.3159183,1208,0.82,0,"  1","  0",4.136458,26.812229
"1348","ZMB","4"," -1.8312000",4.0089502,0.1719034,1007,0.82,0,"  1","  0",4.136458,30.64603
"1349","ZMB","5"," -4.6004009",4.1372552,0.1412512,940,0.82,0,"  1","  0",4.136458,29.344681
"1350","ZMB","6"," -1.5680860",6.15521,-0.3380052,786,0.82,0,"  1","  0",4.136458,33.86657
"1351","ZMB","7"," -2.5796940",9.4195356,-0.1603761,689,0.82,0,"  1","  0",4.136458,31.6731
"1354","ZWE","2","  6.7195158",0.0359697,NA,1082,0.54,NA,"  1","  0",4.4375,NA
"1355","ZWE","3"," -3.5808799",0.0879854,0.8161532,1364,0.54,NA,"  1","  0",4.4375,NA
"1356","ZWE","4","  2.9041770",1.0499049,0.4893152,1168,0.54,1,"  1","  0",4.4375,NA
"1357","ZWE","5"," -0.6336143",1.963412,0.4975752,1332,0.54,0.75,"  1","  0",4.4375,33.40377
"1358","ZWE","6","  0.5389957",2.084163,0.5161451,1178,0.54,0,"  1","  0",4.4375,29.761089
"1359","ZWE","7"," -2.0151441",2.9587979,0.4785629,1182,0.54,0,"  1","  0",4.4375,30.27968
